x,y
1.0,1.7507684116335782
1.1,1.6997037638810255
1.2000000000000002,1.607502266518377
1.3000000000000003,1.479059557238657
1.4000000000000004,1.3204378801443646
1.5000000000000004,1.1386149946639208
1.6000000000000005,0.9411994596139241
1.7000000000000006,0.736123708425636
1.8000000000000007,0.5313271875833414
1.9000000000000008,0.3344421967446939
2.000000000000001,0.15249493151775195
2.100000000000001,-0.0083664057647157
2.200000000000001,-0.14310567006992703
2.300000000000001,-0.24798579145674537
2.4000000000000012,-0.3207014282846905
2.5000000000000013,-0.36045213055918224
2.6000000000000014,-0.36795328389868887
2.7000000000000015,-0.3453846073221569
2.8000000000000016,-0.29627848771641546
2.9000000000000017,-0.22535285019977352
3.0000000000000018,-0.138295490139057
3.100000000000002,-0.04150874038420414
3.200000000000002,0.058175061422915314
3.300000000000002,0.15379566937013167
3.400000000000002,0.23857224911177866
3.500000000000002,0.30620337102917045
3.6000000000000023,0.3511474205543014
3.7000000000000024,0.3688719549031336
3.8000000000000025,0.3560617810887666
3.9000000000000026,0.31077718619062955
4.000000000000003,0.23255575131545103
4.100000000000003,0.12245344561535831
4.200000000000003,-0.016976864325311647
4.3000000000000025,-0.18176883887534623
4.400000000000003,-0.36668488099775953
4.5000000000000036,-0.5654116324233477
4.600000000000003,-0.7708010895332241
4.700000000000003,-0.9751478321107485
4.800000000000003,-1.170491390058827
4.900000000000004,-1.348931741876267
5.0000000000000036,-1.5029453855525132
5.100000000000003,-1.6256893699212784
5.200000000000004,-1.7112811248058093
5.300000000000004,-1.7550428638367088
5.400000000000004,-1.7537007176224777
5.5000000000000036,-1.705530532121093
5.600000000000004,-1.6104443670236337
5.700000000000005,-1.470014068262306
5.800000000000004,-1.2874307743824571
5.900000000000004,-1.06740174960735
6.000000000000004,-0.8159884161993491
6.100000000000005,-0.5403917865089094
6.200000000000005,-0.2486935782657926
6.300000000000004,0.050436947705499724
6.400000000000005,0.34805902995204563
6.500000000000005,0.6352870249144713
6.600000000000005,0.9036148782206145
6.700000000000005,1.1452258105690571
6.800000000000005,1.353275165995114
